,iNKT_VD1,iNKT_VD2,DysiNKTD1,DysiNKTD2,iNKTD1,iNKTD2
ENSG00000018699,1.414883,1.720812,3.262253,6.168018,8.533849,8.947962
ENSG00000018869,1.505657,0.652406,1.909158,3.445377,1.207638,2.197128
ENSG00000019102,0,0,0,0,0,0
ENSG00000019144,5.60833,3.58007,1.518267,0.868752,0.204685,0.741033
ENSG00000019169,0,0.090673,0,0,0,0
ENSG00000019186,0,0,0,0,0,0
ENSG00000019485,0.265611,0.344489,1.411045,2.510174,2.574237,2.900398
ENSG00000019505,0,0,0.017666,0,0,0
ENSG00000019549,0.039136,0.613252,0.14763,0.207213,0,0
ENSG00000019582,1122.797353,1699.708746,1204.951195,1595.154625,2250.121382,2502.990357
ENSG00000019991,0,0,0.030952,0,0,0.055514
ENSG00000019995,13.227925,15.22438,13.510194,15.388789,9.625826,12.244043
ENSG00000020129,42.697233,76.819275,100.627082,139.531159,18.30199,21.739077
ENSG00000020181,1.426421,0.720051,0.192078,0.039301,0.067448,0.088075
ENSG00000020219,0,0.05059,0,0.053636,0,0
ENSG00000020256,2.784543,3.458353,2.62028,6.766356,6.873149,9.864028
ENSG00000020426,60.831438,72.940198,39.374048,44.432389,52.830197,44.945416
ENSG00000020577,1.379887,1.839624,0.24978,0.256618,0.026501,0.129103
ENSG00000020633,265.533954,279.31618,309.12603,227.972564,130.91248,165.269997
ENSG00000020922,15.744456,12.434988,20.424495,16.259246,27.612234,16.348732
ENSG00000021300,3.742578,1.575051,5.63303,2.850441,2.059881,2.277877
ENSG00000021355,54.650981,60.114605,63.748273,63.565221,94.481805,49.942433
ENSG00000021461,0.043118,0.045051,0,0,0,0.042689
ENSG00000021488,0.19331,0.271232,0.23076,0.098512,0,0
ENSG00000021574,11.958788,13.834792,11.988394,13.406313,16.793567,16.729049
ENSG00000021645,0.041854,0.024241,0.083772,0.055189,0,0.024686
ENSG00000021762,3.179566,1.942663,6.161237,2.850883,0.799118,5.194871
ENSG00000021776,14.500741,17.455704,13.119996,17.32666,16.892147,23.457499
ENSG00000021826,0.648162,1.041692,1.076645,0.872399,0.827615,0.68213
ENSG00000021852,0,0,0,0,0,0
ENSG00000022267,10.090298,17.633482,5.915182,3.687401,5.070569,9.282913
ENSG00000022277,120.922444,136.105111,75.244516,96.637001,153.780744,177.247605
ENSG00000022355,0,0,0,0,0,0
ENSG00000022556,0.907605,2.744691,3.24621,8.733666,1.433116,9.280624
ENSG00000022567,17.731868,15.602857,19.394489,17.471457,9.306824,18.501507
ENSG00000022840,175.141556,242.693246,161.343884,232.866973,128.065591,169.34431
ENSG00000022976,13.461038,17.504832,18.239031,19.411711,8.400116,15.101448
ENSG00000023041,33.249617,44.167534,54.728718,55.77217,42.449544,47.415243
ENSG00000023171,85.99926,186.167965,178.571525,184.916292,47.597855,84.694642
ENSG00000023228,28.67747,30.702825,29.413959,28.949341,53.238547,46.269824
ENSG00000023287,32.705555,31.839936,34.680255,37.030771,17.651302,22.638541
ENSG00000023318,23.500745,26.751223,16.996157,20.666402,19.365755,24.184119
ENSG00000023330,28.500572,33.769536,20.931164,29.14061,48.978118,44.034049
ENSG00000023445,69.233575,103.363811,44.252618,54.791885,29.6675,102.175298
ENSG00000023516,18.108025,23.209555,21.251359,22.230761,13.141518,21.910448
ENSG00000023572,19.296594,20.510654,19.284268,18.194345,31.227322,23.462781
ENSG00000023608,8.952771,5.704404,3.309343,2.816943,4.058037,4.867801
ENSG00000023697,5.994452,6.696602,9.988064,20.569765,19.274369,19.145154
ENSG00000023734,82.927635,92.460521,62.767091,70.418662,89.134524,81.003328
ENSG00000023839,0.473476,1.218851,1.174962,1.143397,0.102191,0.323359
ENSG00000023892,129.752492,149.591193,276.686144,294.735888,155.547594,234.117233
ENSG00000023902,117.417515,153.283991,236.116311,265.62176,149.962843,181.054634
ENSG00000023909,22.367696,30.699455,24.49579,28.74051,62.636916,36.165382
ENSG00000024048,25.872787,30.275105,38.21581,37.050542,17.02258,23.817049
ENSG00000024422,0.143142,0.215244,0.285303,0.433334,0,0
ENSG00000024526,0.641979,1.940268,2.381398,3.439482,12.969401,4.88244
ENSG00000024862,51.198904,56.50463,40.065222,55.831701,36.032501,41.024366
ENSG00000025039,9.769795,3.239517,1.710677,0.827261,0.778894,0.262626
ENSG00000025156,17.981362,19.184,13.38513,5.821814,12.986694,8.753309
ENSG00000025293,56.219624,55.085332,41.232511,28.971397,25.06765,40.563473
ENSG00000025423,1.583388,0.628434,1.474867,0.424046,1.590683,0.719921
ENSG00000025434,5.596889,7.558001,9.303833,9.748937,5.314463,4.760432
ENSG00000025708,38.846182,42.688202,40.256368,39.971472,35.837654,67.54999
ENSG00000025770,51.816068,47.583306,40.473705,36.220914,82.865813,55.204506
ENSG00000025772,19.802935,21.519833,9.176473,11.699869,17.642865,12.980024
ENSG00000025796,39.774442,41.167222,43.583441,49.991855,36.315413,36.017949
ENSG00000025800,19.705866,24.19975,17.091557,17.750671,21.14348,21.223409
ENSG00000026025,396.836017,722.062268,729.872316,1011.130164,1698.142741,1700.533305
ENSG00000026036,7.759381,8.489991,5.886396,4.034874,1.568762,2.832764
ENSG00000026103,35.100903,51.887133,57.777576,78.696652,83.642344,88.643205
ENSG00000026297,129.925079,188.388475,101.099658,160.441543,29.787998,94.713713
ENSG00000026508,491.738888,511.127982,699.10626,669.389241,189.825507,474.452053
ENSG00000026559,0.158454,0.103365,0.099647,0.134831,0.025951,0.26425
ENSG00000026652,6.241317,5.992672,12.444722,10.093344,3.641981,2.185013
ENSG00000026751,180.390783,118.121563,206.468607,137.532538,153.409473,239.89449
ENSG00000026950,159.968167,138.207523,407.904858,306.729937,63.283128,136.79144
ENSG00000027001,5.838988,5.633677,4.010799,2.197145,4.165609,7.463989
ENSG00000027075,101.834027,107.157879,136.578502,135.243058,147.839917,134.690169
ENSG00000027644,1.629488,0.842771,0.891155,0.266296,0,0.014011
ENSG00000027697,92.936964,87.302722,73.199187,60.92242,57.985058,92.873957
ENSG00000027847,17.460993,23.516414,20.391371,19.022859,8.709081,22.64805
ENSG00000027869,215.408736,257.646549,387.255091,335.764846,160.284326,135.760012
ENSG00000028116,6.324455,7.47923,8.823305,13.396394,20.6643,17.666737
ENSG00000028137,163.010253,156.619661,203.135321,183.325059,221.728273,250.472473
ENSG00000028203,46.232452,50.428173,41.235821,42.325906,31.739516,35.896383
ENSG00000028277,16.56436,22.655487,28.847743,22.398821,14.863809,26.47947
ENSG00000028310,42.302032,35.213451,42.342302,44.038263,24.550439,39.254474
ENSG00000028528,106.315915,122.230871,96.082173,100.567957,98.455382,115.902014
ENSG00000028839,53.721428,56.18706,41.165974,38.871269,51.739479,45.836168
ENSG00000029153,9.238151,12.834978,8.804607,12.373109,28.070277,27.553455
ENSG00000029363,59.260038,57.861756,91.141783,116.772531,100.540474,104.226046
ENSG00000029364,19.494738,19.215813,20.84221,18.442041,33.265669,28.347069
ENSG00000029534,5.855694,4.778318,16.473572,16.57246,7.791111,7.56052
ENSG00000029559,0,0,0,0,0,0
ENSG00000029639,15.884315,16.192375,13.55305,15.59231,10.056492,12.782511
ENSG00000029725,31.427226,36.213868,29.375305,37.158125,33.021822,32.700237
ENSG00000029993,12.849457,19.306007,12.807765,24.601339,73.446401,40.791999
ENSG00000030066,13.814456,12.09539,14.39394,19.812751,27.856353,21.139751
ENSG00000030110,46.837263,49.611822,51.524609,47.624517,74.529473,60.524881
ENSG00000030304,0,0,0,0,0,0
ENSG00000030419,13.279511,11.511267,18.00234,11.226874,14.632772,12.506597
ENSG00000030582,85.836391,101.127882,50.935568,41.845732,46.626673,63.672383
ENSG00000031003,29.318548,33.716615,31.313262,38.178,25.988997,37.12374
ENSG00000031081,3.670656,2.402745,1.944384,2.11824,1.829664,5.887189
ENSG00000031691,5.344581,4.953696,4.148629,5.612149,26.284474,10.400274
ENSG00000031698,122.22705,123.111453,92.535393,107.48103,117.287388,127.381979
ENSG00000031823,53.658063,62.048698,64.548321,73.389307,68.383603,80.84389
ENSG00000032219,36.830998,38.025287,45.247985,33.893676,19.834683,25.572425
ENSG00000032389,20.520729,23.522201,18.262382,22.644973,36.598435,29.360283
ENSG00000032444,136.770307,180.86893,127.5082,139.32382,94.362057,123.595901
ENSG00000032742,9.218483,11.266717,7.507283,7.224817,5.36568,6.043043
ENSG00000033011,10.233068,7.437229,10.482574,14.394179,21.425634,21.820579
ENSG00000033030,30.983872,38.374602,40.986231,36.796454,26.663999,29.978226
ENSG00000033050,12.824526,19.285273,17.210328,14.874796,23.365682,28.980222
ENSG00000033100,35.971122,44.532141,41.586838,41.601012,29.515968,50.523516
ENSG00000033122,0,0,0,0.02785,0,0
ENSG00000033170,35.065163,55.978878,41.09292,63.755311,84.152428,95.498251
ENSG00000033178,36.050069,27.819992,36.788375,30.216083,41.984551,19.763144
ENSG00000033327,9.964436,15.188195,16.601995,24.339452,7.143682,16.442547
ENSG00000033627,25.612225,26.409018,21.284781,13.15881,2.228607,8.011258
ENSG00000033800,36.399274,33.721251,40.891347,35.690521,23.726832,27.691653
ENSG00000033867,62.627875,73.669659,76.514032,106.144225,68.734297,73.548977
ENSG00000034053,0,0.427141,0.626601,0.993871,0,0.597317
ENSG00000034152,68.829195,89.230694,79.448082,62.484448,65.994492,61.145163
ENSG00000034239,0,0,0,0,0,0
ENSG00000034510,2591.784287,3417.782791,2126.451302,2855.755378,8213.870942,5873.528761
ENSG00000034533,6.830405,7.340283,8.530784,12.523677,7.647573,11.628733
ENSG00000034677,97.167838,99.567194,223.224137,137.011909,55.697878,71.805755
ENSG00000034693,22.796261,23.181707,13.097128,14.96178,13.113065,12.361144
ENSG00000034713,159.596064,175.688265,130.057485,149.501492,104.857747,122.268131
ENSG00000034971,0,0,0,0,0.027589,0
ENSG00000035115,19.012182,16.969784,24.203599,22.281024,6.801592,8.849125
ENSG00000035141,31.326732,36.690684,36.472882,48.757165,41.951448,34.220174
ENSG00000035403,17.30497,25.737692,8.028254,13.684849,16.524612,26.135944
ENSG00000035499,6.103982,8.148966,7.629687,7.689679,36.102527,16.860222
ENSG00000035664,12.51736,24.32639,63.013772,60.601053,9.458061,11.109141
ENSG00000035681,33.063957,36.310264,59.788019,64.276842,41.126029,59.992025
ENSG00000035687,42.942023,50.678666,36.987573,49.434244,41.403496,52.972264
ENSG00000035720,12.776608,36.417716,8.563989,24.770855,16.265433,45.899349
ENSG00000035862,4.748212,7.671445,3.584464,6.240254,0.194138,1.459585
ENSG00000035928,39.041641,46.449568,31.16015,35.049593,53.554974,47.668032
ENSG00000036054,16.279494,16.64949,15.839366,18.574022,16.35572,21.522264
ENSG00000036257,40.035953,45.517504,38.008851,47.590371,42.511425,47.575714
ENSG00000036448,0.237118,0,1.066787,0.196997,1.528734,3.245362
ENSG00000036473,0,0,0,0,0,0
ENSG00000036530,0.969423,0.959498,0.27861,0.407264,0.055867,0.064061
ENSG00000036549,23.455125,16.473011,24.498933,20.673864,22.386623,23.591365
ENSG00000036565,0.105255,0.192695,0.396668,0.123144,0.622384,0.313454
ENSG00000036672,1.213285,0.248704,2.856174,0,0.140032,0.717076
ENSG00000036828,2.25389,2.12541,4.188549,3.144446,0.89065,1.812191
ENSG00000037042,6.569514,5.952829,7.127052,3.303887,3.197708,1.478129
ENSG00000037241,25.552007,31.008544,16.107588,21.805509,56.293757,38.319931
ENSG00000037280,3.156731,1.624047,5.160098,1.139297,0.630541,2.251496
ENSG00000037474,59.053798,57.881155,70.714706,50.146212,59.231931,65.955742
ENSG00000037637,17.193246,9.942775,12.395634,12.784471,14.567848,17.618025
ENSG00000037749,20.545598,18.066965,17.014511,19.968463,22.654403,26.513885
ENSG00000037757,77.351534,83.374641,88.226835,80.26772,35.687771,52.764935
ENSG00000037897,4.40076,4.152799,0.555141,1.368495,6.877815,3.308225
ENSG00000037965,0.042036,0,0,0,0,0
ENSG00000038002,67.073968,44.167924,81.542509,60.18229,20.214257,78.178206
ENSG00000038210,19.06462,15.404629,15.648842,11.855951,35.349663,17.280195
ENSG00000038219,39.34601,38.058609,55.578468,46.945058,18.157406,34.761228
ENSG00000038274,143.51763,161.311166,136.935348,166.455503,122.973661,148.390805
ENSG00000038295,0.042562,0.045596,0,0,0,0
ENSG00000038358,52.32158,59.109464,66.895519,67.217413,40.883962,50.766224
ENSG00000038382,3.017019,2.762644,1.670851,0.876399,1.204151,0.906001
ENSG00000038427,0.019905,0.125464,0.397512,0.330846,0,0.043316
ENSG00000038532,20.249898,19.873621,16.174115,16.710234,11.080339,15.807256
ENSG00000038945,0,0,0,0,0,0
ENSG00000039068,0.276436,0.883458,1.733375,1.245933,0.054855,0.133011
ENSG00000039123,31.39184,40.242023,35.677417,46.123738,54.920235,47.663695
ENSG00000039139,0.008929,0.078581,0.094594,0,0,0
ENSG00000039319,11.852291,11.480776,18.783588,18.472219,5.929523,8.492672
ENSG00000039523,22.100641,22.511981,22.768196,19.578287,6.797781,22.041122
ENSG00000039537,0,0,0,0,0,0
ENSG00000039560,0.099949,0.321829,0.84413,0.640791,0.441255,0
ENSG00000039600,0.027906,0.08741,0.144128,0.107883,0.033711,0.090273
ENSG00000039650,84.441596,129.324517,121.933251,148.208791,53.519972,125.692778
ENSG00000039987,0,0.043412,0.104492,0.046019,0,0
ENSG00000040199,8.001436,6.71936,5.509156,3.388383,3.660686,3.527852
ENSG00000040275,23.354435,18.333104,17.643249,13.136696,46.732881,21.41554
ENSG00000040341,39.195939,47.367509,43.047045,42.578358,45.409069,41.602311
ENSG00000040487,7.69422,6.730169,8.465239,9.604156,9.165899,13.362876
ENSG00000040531,25.028968,31.271025,15.522713,18.490994,20.822912,22.845759
ENSG00000040608,2.373999,1.083331,3.3099,2.777724,5.562376,4.915364
ENSG00000040633,40.825106,45.12699,39.061139,45.734752,52.558549,66.980207
ENSG00000040731,0,0,0.066436,0,0,0
ENSG00000040933,83.907057,95.562111,107.613234,89.667725,83.341091,107.929168
ENSG00000041353,2.775403,4.87272,1.634995,1.760481,3.468562,12.979574
ENSG00000041357,192.507365,209.072545,138.972672,165.17528,423.358941,268.273763
ENSG00000041515,0.021049,0.050098,0.12071,0,0,0
ENSG00000041802,23.745703,54.302357,19.149357,54.07313,25.981795,45.797903
ENSG00000041880,7.209133,9.070002,13.293559,15.541798,5.822945,8.149713
ENSG00000041982,0.12968,0,0.057333,0.058099,0.05406,0.043424
ENSG00000041988,25.473257,22.897551,21.115884,23.58351,15.375474,20.402439
ENSG00000042062,0.084953,0.088055,0.296676,0.217721,0.08819,0.139121
ENSG00000042088,42.249411,42.005022,32.039506,24.594911,49.297664,34.916966
ENSG00000042286,3.245293,2.719407,4.624867,4.458894,8.364006,5.615706
ENSG00000042304,0.043227,0,0,0,0.031955,0
ENSG00000042317,5.296076,4.513786,3.052806,2.683715,2.3771,1.216724
ENSG00000042429,29.237813,31.880189,30.661395,35.292025,26.180145,32.289878
ENSG00000042445,33.266023,38.851008,42.374173,35.367156,23.838758,35.686766
ENSG00000042493,82.500538,246.474149,145.691858,309.586855,74.636079,318.902024
ENSG00000042753,110.153988,127.622192,63.078166,65.940986,162.22534,123.270061
ENSG00000042781,0,0,0,0,0,0
ENSG00000042813,0,0,0,0,0,0
ENSG00000042832,0.912514,0.341116,0.546664,0.955361,0.02475,0.295888
ENSG00000042980,0,0.062687,0,0,0,0.158446
ENSG00000043039,0.036282,0.037897,0.101054,0.200843,0.080447,0.071821
ENSG00000043093,22.287238,32.488704,26.86193,29.690237,37.866912,39.074761
ENSG00000043143,12.503263,20.034679,60.472564,61.06998,49.885673,55.957672
ENSG00000043355,0.805554,0.078843,0.189958,0.194948,0.092998,0
ENSG00000043462,261.729173,364.20152,411.625729,426.531398,323.35724,492.613489
ENSG00000043514,12.282653,9.42646,9.891488,10.869245,9.780753,8.833131
ENSG00000043591,0.185035,0.082794,0.132975,0.146231,0.039063,0
ENSG00000044012,0,0,0,0,0,0
ENSG00000044090,7.785068,5.334826,8.697583,8.622059,5.794689,6.072203
ENSG00000044115,61.1877,77.718943,51.50183,47.813898,51.469742,62.901783
ENSG00000044446,20.265004,21.18843,31.510435,28.238163,9.818832,16.362272
ENSG00000044459,0,0.026929,0,0,0.057187,0.07447
ENSG00000044524,0,0.031302,0,0,0,0.029662
ENSG00000044574,107.415513,132.370673,122.709377,209.413782,201.734333,217.677516
ENSG00000046604,0.309566,0.64533,1.239192,0.737217,0.100046,0.158299
ENSG00000046647,24.045704,32.513125,14.669619,19.185714,10.64527,17.314719
ENSG00000046651,48.327597,49.184154,69.503596,57.792035,17.522609,41.645773
ENSG00000046653,0,0.239089,0.046661,0,0,0.022493
ENSG00000046774,0,0,0,0.131437,0,0
ENSG00000046889,0.006542,0,0,0.007229,0,0
ENSG00000047056,20.000289,20.772456,27.337998,21.676451,16.721729,23.015007
ENSG00000047188,21.541166,19.527871,24.587226,18.938666,13.52229,20.366437
ENSG00000047230,1.940621,2.698476,5.22646,3.707883,1.963229,2.328283
ENSG00000047249,29.598837,30.472885,17.481701,22.845075,29.998235,28.73445
ENSG00000047315,95.880607,99.866702,90.643188,84.199251,87.831102,83.350254
ENSG00000047346,75.576633,87.848011,131.020445,142.677645,32.109947,57.271253
ENSG00000047365,47.840432,43.252414,69.076331,54.457662,34.779596,53.116298
ENSG00000047410,60.564711,81.712933,73.694555,80.520213,50.87568,72.450457
ENSG00000047457,0,0.157952,0,0,0,0.067499
ENSG00000047578,15.525633,13.22012,18.709316,12.605054,5.062281,14.285848
ENSG00000047579,20.977229,19.445981,13.107671,15.673044,19.823668,20.732834
ENSG00000047597,0.027721,0.028926,0.069738,0.076613,0.102376,0
ENSG00000047617,0,0,0.050113,0,0,0
ENSG00000047621,13.411097,13.018537,13.336499,12.14117,17.663702,19.028268
ENSG00000047634,4.641311,0.823055,3.512977,0.503379,0.124325,0.169069
ENSG00000047644,39.874968,45.834266,46.402735,47.474263,23.622812,38.088681
ENSG00000047648,0,0,0,0,0,0
ENSG00000047662,0.032352,0.045005,0.040697,0.035758,0,0.021325
ENSG00000047849,72.80646,98.060969,76.868914,74.69136,52.041148,76.825191
ENSG00000047932,36.155523,34.694804,33.387433,35.403442,21.503124,27.521923
ENSG00000047936,0,0,0,0,0,0
ENSG00000048028,61.355634,49.392547,65.978304,67.061814,58.142976,55.470287
ENSG00000048052,0.162063,0.64538,0.106152,0.185344,0.37099,0.364966
ENSG00000048140,38.902923,41.560981,48.504291,45.249934,59.672192,68.19716
ENSG00000048162,11.226246,11.808067,10.47886,10.223646,29.296559,16.822597
ENSG00000048342,0.537869,0.76592,1.080475,0.873258,0.125314,0.599403
ENSG00000048392,37.270078,32.480717,50.051276,39.51625,32.707619,46.987135
ENSG00000048405,25.757859,30.755705,36.667566,30.928846,23.29422,26.738739
ENSG00000048462,0,0,0,0,0,0
ENSG00000048471,5.666137,5.565857,8.152601,6.951032,10.795588,5.982157
ENSG00000048540,0,0,0,0,0,0
ENSG00000048544,23.177988,24.171853,21.71364,25.990032,38.421473,32.836321
ENSG00000048545,0,0,0,0,0,0
ENSG00000048649,23.044957,36.046872,45.28684,37.753368,26.449821,32.177198
ENSG00000048707,32.764288,29.925102,40.44101,27.644671,12.007217,21.698151
ENSG00000048740,43.837051,69.097608,94.924185,108.116214,115.88524,121.217103
ENSG00000048828,73.212258,93.234133,89.55438,103.225763,127.554846,112.745103
ENSG00000048991,38.948567,45.646132,29.167345,33.667565,35.175649,31.460555
ENSG00000049089,3.157815,4.351563,2.374537,3.964456,5.301395,5.7935
ENSG00000049130,0,0.081608,0.052494,0.064852,0,0
ENSG00000049167,5.142021,7.950489,5.769024,5.381729,7.058148,7.099081
ENSG00000049192,3.408322,5.240495,4.904119,2.140588,0.781277,0.452937
ENSG00000049239,14.239626,11.752915,22.722019,16.521075,9.396043,15.290489
ENSG00000049245,36.058601,46.766523,43.361202,46.075301,22.854745,44.561262
ENSG00000049246,0.883029,0.681047,1.462024,1.799124,0.794009,1.081198
ENSG00000049247,43.769692,92.625123,41.990811,113.15079,58.912934,138.708809
ENSG00000049249,4.044856,12.464652,1.954802,2.056569,8.013864,4.781415
ENSG00000049283,0,0,0,0.075838,0,0
ENSG00000049323,1.16156,0.717391,0.907155,0.064703,0.260907,0.111695
