SYMBOL,KKKD131,KKKD068,KKU055,KKU213C,KKU213A,SSP25,KKU213B,RBE,TFK1
MGRN1,10.83,19.4,23.16,10.19,9.12,17.8,10.03,26.43,33.34
SULT1A2,0.13,0,0.37,0.4,0.32,1.36,0.78,5.42,11.48
ZNF823,4.39,3.51,2.64,3.74,3.99,2.24,2.92,6.49,5.9
AL358232.1,0,0,0,0,0,0,0,0,0
ABHD13,11.92,8.75,6.32,9.05,8.91,4.65,10.44,8.28,6.85
TBC1D28,0,0,0,0,0,0.07,0.19,0,0
GGTLC2,0,0,0,0,0,0,0,0,0.11
ABHD2,87.17,41.91,12.38,23.83,20.17,50.81,21.99,30.75,174.29
GPR182,0,0,0,0,0,0,0,0,0
CUL2,58.82,56.44,48.75,34.44,31.31,58.17,29.65,39,35.24
PDE4D,11,5.01,78.11,3.56,3,1.78,2.55,3.34,102.04
KRT40,0,0.1,0.64,0,0,0,0,0,0.05
DSC1,0.03,0,0.02,0.02,0.02,0,0,0,0.04
AC018442.1,0,0,0,0,0,0,0,0,0.04
RAP1B,284.77,210.96,199.02,118.86,201.56,210.58,126.44,233.49,135.62
CDC42EP3,117.46,78.32,11.34,31.31,71.08,51.77,39.57,18.23,31.74
AL157712.1,0,0,0.2,0.15,0,0,0,0,0
GPR42,0,0,0,0,0,0,0,0,0
CAPNS1,499.73,313.43,319.15,292.9,550.31,281.85,372.88,329.38,440.9
HHIPL2,0.05,2.01,0.07,0.84,0.41,9.53,0.11,0.05,5.02
ZNF687,9.25,14.87,19.51,13.19,12.62,10.92,12.88,16.99,14.32
AC091807.1,0,0,0,0.06,0,0,0,0,0
KITLG,11.48,9.03,3.06,11.98,7.9,31.05,12.28,11.25,30.12
TPRG1LP1,0.34,0.87,0,0,0,0,0.25,0,0
GPR15,0,0.15,0,0,0,0,0,0,0
AC091180.1,0,0,0,0,0,0,0,0,0
STAMBP,105.39,56.83,38.65,56.62,71.24,38.79,75.02,44.36,48.43
GRAMD4P2,0,0,0,0,0,0,0,0,0
OBP2A,0,0,0,0,0,0,0,0,0
TULP1,0.1,0.09,0,0.04,0,0,0.11,0.04,0.04
OR52L1,0,0,0,0,0,0,0,0,0
AL356585.9,0,2.06,0,0.31,0.21,0,0.09,0.04,0
FRG2LP,0,0,0,0,0,0,0,0,0.06
AL954705.1,0.36,0,0.24,0.95,0.46,0.38,0,0.19,0
RPL28,1121.04,2168.86,527.82,622.1,1020,715.12,893.87,1014.36,1061.91
GOSR2,47.56,41.21,26.64,25.08,32.97,45.43,22.47,27.78,30.02
SP6,1.45,1.85,0.99,2.03,0.64,0.39,1.11,0.72,1.78
MSH5,1.93,5.01,1.19,2.03,0.97,6.48,2.11,0.37,1.49
DUX4L17,0,0,0,0,0,0,0,0,0
NR1I3,0.29,0.06,0,0,0.18,0.1,0,0.05,0.24
RPL41P2,0,0.84,0.97,0.43,0.47,0,1.18,0.34,1.01
SLC7A11,22.4,31.78,7.28,13.99,10.67,203.54,10.85,3.24,144.38
NDUFA5P1,0,0,0,0,0,0,0,0,0
TMCO1,125.23,119.16,116.55,120.12,191.72,157.7,121.68,211.09,228.59
CFAP74,0.08,0.12,0.49,0.88,0.4,0.07,0.38,0.58,0.06
CCDC171,0.77,0.58,1.07,1.6,1.29,1.85,2.07,0.6,0.47
TMEM45B,2.22,5.49,0.2,1.83,0.85,2.06,0.26,0,3.37
PXK,3.53,30,7.99,7.94,8.86,22.97,8.66,7.7,4.03
PPP2R3B,0,0.14,3.48,0.1,0.14,2.73,0.05,0.06,1.17
RFX1,2.57,3.18,4.6,4.31,2.51,4.64,3.24,3.31,4.77
IMMTP1,0,0,0,0,0,0,0,0,0
TEX101,0.34,0.12,0.32,0.06,0.06,0.1,0.21,0.3,0.12
CUL5,25.8,22.81,11.14,35.39,13.37,21.02,39.39,9.14,19.76
TPO,0,0,0,0,0.13,0,0,0,0.15
ERG28,32.68,28.44,16.73,27.22,31.07,14.22,30.79,15.08,32.3
SPRR5,0,0,0,0,0,0,0,0,0
AC079416.1,0.07,0.45,0.17,0.34,0.11,0.19,0.19,0.14,0.06
ZCCHC8,14.67,26.63,22.65,27.18,24.81,24.51,29.5,33.21,21.74
AL078621.2,0,0,0.17,0,0,0.13,0,0,0
HSD11B1L,1.56,6.13,2,0.6,1.39,0.72,0.91,2.46,0.85
CLIC4,89.87,58.46,118.38,37.7,127.36,160.61,79.53,62.51,10.65
OR6D1P,1.12,0.79,0.22,0.17,0.13,0.3,0.18,0.12,0.12
AC087163.2,0,0,0,0,0,0,0,0,0
DNAJC9,58.5,52.44,68.49,48.89,76.18,69.39,74.45,52.87,40.51
OLFM1,0.07,5.21,0.21,0,0.24,0.13,0.03,22.82,0.03
DDX3P2,0,0,0,0,0,0,0,0,0
GOLGA6L6,0,0,0,0.03,0,0,0,0,0
AC096720.1,0,0,0,0,0,0,0,0,0
AC114490.3,0.07,0.33,0.35,0.09,0.15,0.46,0.1,0.97,0.2
SMIM22,2.89,21.03,0.12,37.16,26.8,17.74,42.86,0.37,214.9
CBR3,3.26,18.31,12.49,17.37,15,19.01,10.93,6.76,70.34
DPY19L1,32.56,50.73,34.13,21.33,25.97,90.1,17.27,79.62,83.32
TAF9,4.26,3.71,3.89,0,3.31,2.65,5.03,7.05,6.74
AC109635.5,0,0,0,0.1,0,0,0,0,0
FAM90A9P,0,0,0,0,0,0,0,0,0
MUCL3,0,0.01,0,0,0,0,0,0,0.09
URM1,60.13,96.55,70.84,86.9,121.74,104.95,92.62,116.16,74.12
H3F3AP3,0,0,0,0,0,0,0,0,0
FZD1,3.47,6.84,3.78,1.82,1.12,1.56,1.93,4.71,4.01
ATP6V1A,62.67,42.39,65.57,45.18,61.84,40.02,57.97,47.92,33.07
CPLANE1,15.7,8.31,4.78,8.35,2.62,15.16,3.32,3.02,3.86
MTND5P25,0,0,0,0,0,0,0,0,0
METTL24,0,0.09,0,0.09,0,0,0,0.07,0
PI4KA,17.14,21.2,20.99,20.46,22.7,17.15,18.61,11.7,17.37
MAGED4B,16.04,3.61,0.52,0.03,0.25,11.55,0.1,0.03,0.95
HNRNPA1P33,94.57,10.97,0,59.58,102.84,34.9,54.91,2.84,1.77
RHBDF2,6.05,34.68,13.56,42.07,24.02,22.88,16.39,39.19,21.94
RAPGEFL1,3.03,2.58,3.17,15.37,7.04,2.05,21.33,6.63,5.75
FCRLB,0.5,0.86,0.66,1.53,0.72,1.26,1.53,1.78,0.5
RPL34P27,0,0.58,0,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0,0,0,0
IDI1,139.3,82.36,66.77,102.66,77.01,67.14,84.92,80.37,230.17
PTPN9,26.01,26.55,20.89,17.68,9.91,28.75,16.22,32.66,30.43
FFAR3,0,0,0,0.05,0,0,0,0,0.05
BCL7A,6.84,8.06,16.08,7.13,6.72,3.89,6.2,10.34,4.21
AL355312.1,0.03,0.7,0.08,1.53,0.95,0.82,0.6,0.09,0.41
SLC39A1,142.47,165.99,167.01,114.06,92.37,128.57,134.71,149.2,118.79
NXF5,0,0,0,0,0,0,0,0.04,0
AC108022.1,0.24,0,0,0,0,0,0,0,0
CFAP99,0,0.06,0,0,0.06,0,0,0.05,0
ZNF17,5.76,28.17,4.4,2.06,9.61,2.39,6.1,3.62,2.49
AL390058.1,0,0,0,0,0,0,0,0,0
TAF13,174.27,222.25,163.05,64.46,109.2,141.61,170.56,43.26,82.06
AL121835.1,0,0,0,0,0,0,0,0,0
PKNOX1,13.28,8.96,7.96,13.14,10.74,11.01,8.38,4.7,7.36
APOBEC3B,0.23,52.67,0,0.12,0,59.89,0.06,28.42,5.99
TTC30B,2.63,2.42,2.52,2.09,2.02,2.99,1.46,6.78,4.43
GRPEL2,14.74,18.36,19.26,33.7,22.24,11.36,23.02,16.26,14.34
HPGDS,0,0,0,0,0,0,0,0,0
CALM1P1,0,0,0,0,0,0,0,0,0
VAMP7,70.83,52.34,47.54,41.16,65.14,62.67,55.29,77.58,15.89
NES,5.02,40.77,51.42,0.54,0.19,6.88,0.12,29.44,1.31
EARS2,8.93,22.91,32.33,19.74,18.08,6.98,16.67,28.27,26.06
SCYGR10,0,0,0,0,0,0,0,0,0
LETM2,18.15,19.05,1.62,42.15,22.66,27.7,12.96,49.42,1.91
AL356776.1,0.27,0.35,0.36,0.72,0,0.57,0,0,0
RPS3AP25,0,0.27,0.21,0,0,0,0,0,0.13
MICE,0,0,0,0,0,0,0,0,0
HSP90AA2P,0.15,0.12,0.08,0.11,0.08,0,0.03,0.12,0.04
AC008147.3,0.43,0,0,2.33,0,0,2.87,0,0
ANAPC7,65.86,56.78,102.64,75.52,48.28,76.57,71.76,83.55,58.91
GBA3,0,0.25,0,0.04,0.04,0.1,0,0.03,0
CACNA1B,0,0.03,0.02,0,0,0,0,0,0.15
ARF4P4,0,0,0,0,0,0,0,0,0
MS4A4A,0,0.18,0,0,0,0.31,0.13,0,0
TBC1D3I,0.3,0,0,0,0.53,0.32,0,0,0
PRDM12,0.18,0.13,0.07,0.1,0.03,0.03,0.23,0.6,0.33
KIF11,58.59,64.99,57.71,59.99,72.21,80.54,85.01,55.88,35.85
AC241640.4,0,0,0,0,0,0,0,0,0
ZFP92,0.52,0.26,0.35,0,0,0.02,0,0.15,0.12
SLC7A6OS,10.47,17.29,14.13,9.82,13.16,10.87,9.74,8.48,9.17
VAX1,0.31,0,0,0,0,1.82,0,0,1.7
UBE2J2,44.25,63.21,76.09,37.95,63.59,76.43,42.63,23,37.66
OR9Q2,0,0,0.02,0.06,0,0,0,0,0
DIRAS2,0.53,0,5.96,0,0,0.06,0,1.08,0.85
HSD17B2,8.76,3.67,0.13,2,0.75,0.67,0.35,2.71,2.35
RPL36A,1235.62,1519.7,3910.24,2900.7,3135.2,2491.04,2690.99,1823.66,1510.04
GPRC5D,0.86,0,0.73,0,0.35,0.18,0,0.09,0
SPRR2F,0.93,0.17,0,0.35,0,0,0,0,0
INPP5K,24.18,26.9,7.82,11.42,12.41,29.52,16.2,15.76,8.22
SCML2P1,0,0.26,0,0.09,0,0,0,0,0
CXorf56,24.33,36.62,49.8,42.07,38.04,47.64,31.92,24.78,15.45
USP17L4,0,0,0,0,0,0,0,0,0
LIN28B,1.07,3.35,0.12,0,0,0,0.01,0,0
GKN3P,0,0,0,0,0,0,0,0,0
MYRFL,0.95,0.13,0.13,0,0,0.06,0.04,0,0.93
AC092646.2,0,0,0,0,0,0,0,0,0
GRAMD2B,10.43,25.33,14.76,19.36,36.04,12.06,26.96,17.8,16.29
RPL22P1,39.96,20.22,174.41,0,80.25,132.79,29.47,43.03,16.35
RPL7P1,0.9,1.56,1.84,1.16,2.3,0.95,1.84,1.6,3.25
AC011487.2,0,0.17,0.23,0.15,0,0.06,0.27,0.32,0
RASA4,4.19,8.04,4.57,1.1,1.27,4.21,1.62,8.04,2.03
OR51B8P,0,0.14,0,0,0,0,0,0,0
AP005212.1,0,0,0,0,0,0,0,0,0
MAPK6PS4,0,0,0,0.04,0,0,0,0,0
RANBP9,36.91,49.89,18.48,42.48,43.88,52.36,33.65,32.2,27.17
RALB,70.69,98.69,43.75,62.17,117.45,116.66,56.39,115.43,116.4
BIK,19.46,13.41,1.62,68.79,36.25,5.14,20.4,2.31,21.86
AC079363.1,0.07,0.09,0.24,0.08,0,0.28,0.15,0.07,0.08
DNM1P32,0,0,0,0,0,0.2,0,0.2,0
CD55,131.66,174.33,9.12,117.6,47.52,54.06,61.65,21.7,175.41
CHIC2,21.69,8.28,8.13,10.14,9.12,13.71,11.05,23.64,7.29
HNRNPA1P12,0,0,0,0.1,0,0,0,0.08,0
IQCJ-SCHIP1,29.4,33.87,24.61,27.47,63.82,21.97,32.55,15.47,21.37
POMP,193.84,206.94,232.58,252.57,233.6,139.99,229.31,165.76,72.47
MFSD11,18.27,34.69,26.47,12.29,21.3,40.41,17.54,25.83,28.55
SLC9A7P1,0.08,0.17,1.66,0,0.04,1.07,0.06,0.48,0
CCNK,70.42,47.34,49.29,43.34,53.18,63.5,36.62,50.38,64.1
E2F6P2,0,0,0,0,0,0,0,0,0
NCOA4P3,0,0,0,0,0,0,0,0,0.04
LRRIQ1,0.42,2.48,0.37,0.49,0.04,1,0.13,1.23,0
CAMK2B,0.04,12.03,1.9,0.4,1.47,0,0.53,2.24,0.06
AC092685.1,0,0.08,0.08,0,0,0,0,0.06,0
COLEC12,0.07,12.82,0.07,0.01,0,0.02,0.32,0.07,0.07
AC013488.1,0.04,0,0,0,0,0.04,0.04,0.04,0
LDHAL6A,0,0.05,0,0.15,0,0.04,0.16,0.04,0.15
NHP2P2,0,0,0,0,0,0,0,0,0
PIGBOS1,16.09,8.98,8.63,12.51,19.65,20.36,13.23,17.23,29.88
AASDHPPT,90.8,55.38,48.76,119.01,28.04,60.79,69.06,26.85,30.1
AC008446.1,0,0,0,0,0,0,0,0,0
CALCB,0.3,0.07,0.19,0.12,0,0.07,0,0.11,0
PADI2,0.57,0.55,0.07,0.34,0.04,0.17,0.12,4.15,0.54
NCCRP1,0.87,0.65,0.57,0.17,0.3,0.85,0.22,0.46,0.97
SLC25A42,2.98,2.56,0.62,0.64,0.94,3.87,1.29,2.67,0.61
RNF24,14.31,21.44,4.96,2.98,6.14,17.13,10,6.66,23.74
MRPS31,56.49,34.15,25.82,53.45,53.5,23.18,61.11,27.91,18.18
URGCP-MRPS24,0,1.12,0,0,0.64,0.23,0.99,0,0
NPM1P33,0,0.33,0,0.12,0,0.1,0,0,0
GRSF1,101.46,77.07,212.47,119.37,102.53,109.68,88.27,64.66,89.38
AC109635.3,1.83,0,0,0,0,0,0,0,0
FYTTD1P1,0,0,0,0,0,0,0,0.18,0
IL19,0,0.06,0.06,3.05,0.09,0,0.08,0,0.27
GCNT1P3,0.17,0,0,0.23,0,0.36,0.19,0,0
IQCA1,0,0,0.03,0.03,0,3.1,0,0,0
RPS18P12,0,0.33,0.35,0.34,0,0.81,0,1.09,0.63
MAGEA10,0.15,59.92,0.07,4.61,1.68,0.41,18.27,0.15,0.18
TGIF2LY,0,0.34,0,0,0,0,0,0,0.11
PSG7,0.03,0,0,0,0,0.14,0,0,0
MYT1L,0.02,0.2,0,0.05,0.02,0,0.15,0,0.02
OGDH,46.81,44.06,30.41,55.22,54.36,52.29,68.8,37.34,80.7
KLF2P4,0,0.08,0.14,0.08,0,0.06,0.13,0.06,0.22
ZNF430,4.39,1.04,5.95,2.93,4.72,2.65,4.46,4.36,2.39
FCF1P10,0,0.31,0,0,0,0,0,0,0.29
DNAH1,0.09,0.43,0.68,0.11,0.24,0.26,0.05,2.28,0.96
SERPINA11,0,0.06,0,0,0,0,0,0,0
PSMD10P2,1.95,0.76,0.27,1.76,2.77,1.05,1.7,2.1,11.39
BCRP5,0,0,0,0,0,0,0,0,0
XAGE3,0,0.3,0,0,0,0,0.25,0,0
RPL7AP10,0,0,0,0,0.13,0,0,0,0
ADAMTS6,3.37,3.63,1,0.63,1.03,10.26,0.61,0.9,0.01
RNMT,31.14,40.17,19.49,18.61,15.39,14.82,16.93,22.58,16.82
FOLR2,0,0,0,0,0,0,0,0,0
PTGES3,505.06,501.72,751.96,542.46,789.51,590.16,471.6,637.39,348.74
FILIP1L,5.03,4.02,1.18,0.1,0.68,6.13,0.74,8.92,0.07
CNGA1,1.35,0.86,0.06,0.35,0.49,0.55,0.45,0.32,0.91
CRLF1,1.8,0.73,1.56,0,0,0.64,0.17,0.16,0.47
SPATA31E1,0,0,0,0,0,0.03,0,0,0.02
AL590559.1,0,0,0,0,0,0,0,0,0
AC106800.1,0.1,0,0,0,0,0,0.06,0.05,0
AC092967.1,0,0,0.32,0,0,0,0,0.25,0
MAF,0.16,2.93,0.01,0.3,0.35,0,0.37,1.26,0.06
CD5,0.02,0,0,0,0,0,0.04,0,0
SETD3,50.25,42.33,38.59,44.78,29.93,29.08,27.44,65.57,43.22
MTND2P16,0,0,0,0,0,0.11,0,0,0
HSPE1P10,0,0.47,0.24,0.24,0,0,0,0.45,0
APBB1IP,0,15.02,0,0,0,5.8,0,0,0.12
USP32P3,3.49,1.47,1.17,1.01,0.87,3.46,1.11,1.14,3.99
SLURP1,0,0,0,0,0,0,0,0,0
GPC5,0.08,0.1,0.17,0,0,0.25,0,0.02,0
CCNI,175.85,82.77,166.79,183.56,156.07,113.94,176.4,97.24,58.42
FZD8,4.86,2.08,1.87,1.5,1.18,0.26,0.1,1.09,7.74
CHODL,0.03,0.14,0.24,0.03,0,0,0,0.04,0
RNF39,0.42,0,0,8.55,4.41,0.53,7.3,0.04,0
UBD,0,0,0,0,0,0,0,2.33,0
DEFB134,0,0,0,0,0,0,0,0,0
AGBL2,1.22,1.94,3.84,2.42,1.46,2.82,2.1,8.75,2.38
RPL10P15,0,0,0,0,0,1.18,0,0,1.37
POU3F1,0.51,0,0,0,0,0,0,0,0
HLA-DQB1,0.42,0.94,0,0.26,1.08,0,0,0.25,0
AMPD1,0.22,0,0,0,0.13,0,0,0,0.07
DMRT2,0.58,0,0.13,1.54,0.66,0,0.98,0.21,0.1
AC021443.1,0,0,0,1.86,0,0,0,0,0
MTCO1P11,0,0,0.12,0,0,0,0.1,0.09,0.17
AC010620.1,0,0,0.09,0,0,0,0,0,0
FAM21EP,0.03,0.5,0.28,0.29,0.37,0.27,0.82,0.38,0.08
OR52D1,0,0,0,0,0,0,0,0,0
PGK1,318.75,797.8,551.71,639.47,635.42,867.55,456.92,488.11,335.08
MT-CYB,5168.82,4814.44,7354.81,6068.33,5397.05,3900.2,8487.17,8587,4569.42
VCX3A,0.17,35.06,0,0.3,0,0,0.18,0.11,0
LGALS14,0,0.14,0.15,0,0.28,0.26,0.85,0,0
RPS15AP25,0,0,0,0,0,0,0,0.38,0
HERC2P8,0,0.23,0,0.85,0,0,0,0,0
GNA11,29.53,27.8,29.1,25.94,24.9,32.27,31.68,26.86,11.21
COMT,179.23,213.09,76.79,272.56,175.38,88.47,161.62,77.45,274.33
HIST1H3F,2.56,0.41,1.72,0.43,0.82,0,3.87,0,0
AKR1D1P1,0,0,0,0,0,0,0,0,0
PTPRN2,2.14,6.02,2.72,0.4,0.03,0,0.06,0.38,1.49
DENND6B,5.28,1.99,1.09,1.31,3.03,0.63,1.22,1.07,1.02
TMTC2,12.77,1.68,1.35,9.49,3.93,3.08,7.82,4.14,14.96
ATP6V1FNB,0.06,0.51,0.64,1.01,0.3,0.1,0.85,0.37,0.16
SAG,0.03,0.09,0.08,0,0,0.03,0.17,0.04,0.11
AP005018.2,0.35,0,0,0,0,0.16,0.46,0.14,0
GTPBP8,31.85,23.8,36.55,41.54,50.25,24.6,37.48,12.28,26.02
OTOP1,0,0,0,0,0.09,0,0.12,0,0
VAPA,309.59,236.66,126.81,228.15,196.11,249.38,272.02,248.93,265.82
STIM1,18,31.74,24.99,25.35,18.84,29.91,14.82,37.3,23.14
OR3A3,0.02,0.06,0,0.02,0.02,0.02,0.04,0,0
B3GNT9,7.67,20.56,2.76,1.85,1.81,10.01,1.86,0.95,12.18
NECAP2,57.48,38.57,44.16,28.33,47.93,54.66,28.37,18.1,20.18
NEU1,0,0.19,0,0,0,0.11,0,0.16,0
YJEFN3,0.64,1.54,4.27,1.85,1.47,2.19,4.82,4.16,2.4
RHOJ,0.17,0.07,0.05,0,0,0.04,0.04,3.22,0
C12orf4,27.88,27.93,18.12,40.54,26.51,23.51,33.12,22.29,12.46
LHX1,7.56,7.84,11.6,0,1.04,9.84,0.28,0.45,0.44
SH3BP5L,8.63,7.01,11.58,5.95,6.81,17.62,5.67,12.41,8.84
C6orf47,13.28,9.02,2.72,0,4.24,15.18,6.67,5.07,2.82
LINC01556,0.5,0,0.67,0,0.32,0,0,0.53,0.46
GAGE13,0,0,0,0,0,0.21,0,0,0
MARCKSL1P2,0.16,0.61,0.36,0.41,0.3,0.33,0.35,0.17,0.18
ASLP1,1.76,0,0.78,0.76,0.75,0.31,0.81,0.77,0.18
ZHX1-C8orf76,2.44,3.31,3.81,2.14,3.17,2.66,2.66,4.14,2.42
SLC35B4,14.92,25.45,22,19.42,9.16,30.19,14.72,15.04,5.24
ZNF507,18.91,42.17,12.81,18.67,14.3,9.3,14.15,11.49,19.55
S100A9,113.08,6,0,790.37,5.49,0.9,99.37,0.9,45.47
NDUFA5P11,0,0,0,0,0,0,0.51,0,0
CRHR1,0,0,0,0,0,0,0,0,0
AC023232.1,1.38,0,0,0,0,0,0.78,0,0
DHX37,16.69,25.14,38.57,21.3,22.92,26.08,23.78,23.17,22.5
AL356473.1,0.1,0,0,0,0,0,0,0,0
RABEP2,14.06,19.17,17.53,11.89,20.04,18.72,25.67,9.06,13.92
AP000344.4,0,0.22,10.71,0,0,0,0,2.86,0
AGXT,0,0,0,0.03,0,0.03,0,0,0.03
TMEM87A,50.53,35.76,51.1,40.99,61.57,71.72,47.73,34.71,126.65
ZNF430,1.95,1.07,4.3,1.12,2.96,0,0.66,0,2.54
AC024405.1,0,0,0.1,0,0,0,0,0,0
KCNQ1,0,0,0,0,0,0,0,0,0
SLITRK4,0.01,0.04,0.05,0.04,0.04,0.21,0.02,0.49,0.27
VPS41,24.47,38.75,40.04,33.38,33.29,41.74,37.81,54.47,60.54
BAG6,0,0,0,6.72,12.96,0,3.2,8.46,0
EXD3,1.55,4.44,3.34,1.5,2.48,2.77,4.3,13.02,4.98
DDX12P,1.94,4.31,5.27,3.55,2.13,2.87,2.29,2.68,1.67
DGKH,6.96,5.03,6.24,10.13,8.17,3.65,9.8,4.25,6.6
AQP6,0.04,0,0.04,0,0,0.16,0.03,0.1,0.04
BCL3,10.65,54.39,4,9.99,5.12,19.89,6.29,9.51,16.14
TULP3,15.02,27.17,20.69,21.13,16.09,27.7,14.82,22.03,8.32
AC106774.2,0,0,0,0,0,0,0,0,0
RPL10P2,0.27,0.17,0,0,0,0,0,0.14,0
AL158050.1,0.29,0,0,0,0,0,0,0,0
BCL7B,38.17,123.64,55.32,32.72,45.8,66.03,51.43,45.35,48.89
PVRIG,0.46,0.89,1.86,0.91,0,8.66,2.8,2.18,1.97
DRD5,0,0.07,0.04,0,0,0,0,0,0.14
NFIX,2.23,12.58,5.24,2.64,7.71,50.35,7.3,46.75,0.21
DBF4P1,0,0,0.05,0,0,0,0.04,0,0.09
RPL27AP8,0,0,0,0,0.35,0,0,0,0
RPL8,2006.51,1660.2,2754.81,1859.86,2228.87,2969.83,2246.53,2810.26,1987.85
DUSP9,1.43,0.69,0.73,7.1,5.02,0.06,6.53,4.1,0.33
TERF2,21.56,37.2,38.99,21.81,17.83,21.42,20.97,24.55,24.48
CDC26,128.31,94.62,94.33,112.42,135.18,73.44,116.78,52.08,61.1
AL158032.2,0,0,0,0,0,0,0,0,0
PEX26,30.89,24.19,33.17,29.58,11.01,24.3,22.42,19.44,20.48
YBX2,0.29,10.32,0.39,0,0.32,0,0.04,0,0.17
KLF18,0,0,0,0,0,0,0,0,0
MANEAL,14.29,3.81,23.59,15.02,30.92,19.22,15.73,30.15,11.29
EFNA2,0.25,0.11,0.11,0,0,0,0,2.32,0.41
STAT4,0.33,0.95,0.87,1.4,0.52,1.83,0.72,2.87,1.69
SEMA3F,9.33,0.63,0.34,9.94,7.81,1.04,16.33,1.83,4
ZNF365,13.97,4.75,0.5,0.09,0.29,5.22,0.1,1.53,0.15
RNF103-CHMP3,0.18,4.22,0.25,0.71,0.22,1.59,2.23,1.3,3.45
KIF5C,0.5,0.13,1.06,0.03,0,0.38,0.11,0.57,0.02
NANOGP5,0.18,0,0,0.12,0,0.1,0,0.29,0
GUF1,29.77,9.58,43.56,43,41.62,15.87,53.25,19.68,11.19
KIAA0355,5.83,13.96,3.18,2.3,3.68,3.51,3.34,4.94,1.37
IGKV3OR2-268,0,0,0,0,0,0,0,0,0
SYT16,0.9,0.5,0.05,3.43,3.31,2.04,2.6,0.02,3.49
DUSP11,68.04,30.68,17.24,38.93,54.39,31.23,47.56,14.06,16.55
AC005020.2,0.32,0,0,0,0,0.35,0,0.19,0.15
BRI3BPP1,0,0.14,0,0.14,0.14,0,0,0,0
UBQLNL,0,0,0.11,0,0,0.06,0.03,0.12,0.04
SLC25A26,25.38,25.77,33.99,21.06,32.05,12.87,23.34,19.78,24.09
AL365503.1,0.18,0,0,0,0,0,0,0.09,0.11
ARL6IP6,32.76,49.84,27.89,27.78,52.26,47.37,27.74,32.49,30.08
NF1P9,0,0,0,0.09,0,0,0,0,0
AC063977.4,0,0,0,0,0,0,0,0,0
UBC,1150.1,1357.07,866.85,1581.7,1210.93,1037.05,1445.26,1027.38,1124.54
CNKSR3,3.48,7.73,21.86,6.39,9.75,8.57,5.9,17.71,4.83
CCDC87,0.28,0.42,0.14,0.03,0.06,0.14,0.05,0.43,0.19
WWP2,17.9,31.52,16.47,21.96,29.29,20.15,30.21,18.85,25.67
PDCL3P6,0,0,0,0,0,0,0,0,0.31
GOLGA4,34.18,57.22,47.5,49.4,53.21,30.51,55.11,19.93,86.34
AC233724.20,0.16,0,0,0.05,0,0,0,0,0
THSD7B,0,0.43,0,0.26,0.27,0,0.05,0.05,0
SLITRK3,0,0,0.07,0,0,0.47,0,0.03,0
FCER1A,0,0,0,0,0,0,0,0.13,0
ANKS4B,0.02,0.19,0.04,0.08,0.08,0.02,0.06,2.24,2.33
RIBC1,0.52,1.04,1.41,0.41,0.82,0.76,1.22,0.87,0.12
AP001646.2,0.13,0,0,0,0,0,0,0,0
TRAV36DV7,0,0,0,0,1.11,0,0,0,0
TAS2R46,0.17,0,0,0.11,0,0.18,0.14,0,0
HERC2P4,5.12,8.43,0.82,3.7,2.35,0.14,0.98,1.26,0.59
RPL4P3,0.05,0,0,0.07,0.07,0.11,0,0,0
DCUN1D3,8.96,5.01,4.28,5.03,2.66,5.42,4.51,5.51,3.8
MTCO2P2,0,0,0,0,0,0,0,1.35,1.54
STAP1,0.13,0,0,0,0,0,0,0,0
GCSHP3,0,0,0,0,0,0,0,0,0
TRIM21,36.72,18.34,16.75,26.9,21.03,8.02,14.32,9.4,17.07
AC270289.1,0.1,0,0.1,0,0.06,0,0,0.1,0.12
SELPLG,0.14,0.59,0,0.44,0.44,2.45,0.51,0.18,0.59
SMG1P6,0.3,0.07,0.36,0.33,0.4,0.37,0.49,0.57,0.34
AKR1B1P2,0,0,0,0,0,0.09,0,0,0
TMBIM6,924.31,852.88,302.64,557.11,732.8,524.21,506.59,737.19,813.64
PRG2,0,0.19,0,0,0.26,0,0,0.08,0
GVINP1,0.79,0,0.35,0.17,0.16,0.01,0.1,0.12,0.01
IL20RB,2.62,1.71,0.8,1.07,1.11,2.7,0.88,0.83,2.5
RPL37P1,0,0,0,0,0,0,0,0,0
SBK1,2.85,0.13,1.33,0.33,0.23,0.1,0.93,0.85,0.35
OR52K3P,0,0.65,0,0,0,0,0,0.04,0.1
C8G,1.61,2.06,1.06,1.27,4.2,1.17,1.39,12.17,2.06
MAPK7,14.99,10.52,18.75,4.71,5,28.75,6.39,14.6,7.29
NDUFV1,146.56,117.18,186.16,158.76,140.01,134.36,127.9,130.05,111.66
TFAP2C,4.24,0.46,68.78,10.72,18.09,1.91,9.07,1.07,7.88
NKIRAS1,15.08,9.23,13.72,13.01,11.97,10,11.62,8.32,4.24
AL353572.1,0,0,0,0,0,0,0,0,0
TPD52L2,218.85,138.92,157.2,179.69,251.35,117.71,142.84,103.61,97.98
LINC00431,0.12,1.67,0,4.54,1.56,0.66,0.83,0.27,1
RPS4XP19,0,0,0.31,0,0,0.12,0,0,0
MTRR,158.96,42.42,54.21,96.41,73.63,72.83,93.54,53.03,135.54
AL449105.1,0,0,0,0,0,0,0,0,0
CYCSP55,0,0,0,0,0,0,0,0,0
FOXC2,6.91,22.92,0,0,0,0,0,0,0.03
UBR4,48.25,32.3,46,53.89,100.8,74.16,82.57,29.74,38.57
